name,url,salary,id_vacancy,employer,employer_url,requirement,responsibility
Учитель музыки,https://hh.ru/vacancy/79015770,Не указан,79015770,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Педагог-психолог (социальный педагог),https://hh.ru/vacancy/79006593,Не указан,79006593,нет данных,нет данных,Высшее психологическое образование. Опыт работы от 5 лет. Уверенный пользователь ПК. Знание методов и приемов психологической работы с подростками. Грамотность. ,Профилактическая работа со студентами Колледжа. Проведение диагностических мероприятий. Работа в Совете Профилактики Колледжа. Взаимодействие с социальными и правоохранительными органами. 
Педагог начальных классов,https://hh.ru/vacancy/78834242,30000,78834242,нет данных,нет данных,Педагогическое образование. Опыт работы с детьми начальной школы или на подготовке к школе. Любовь к детям. Любовь к своему призванию...,"Проведение уроков по основным предметам начальной школы, соответствующим требованиям ФГОС. Работа по учебными пособиями: Л. Петерсон (математика), Г. Граник, О. "
Учитель технологии,https://hh.ru/vacancy/76525740,Не указан,76525740,нет данных,нет данных,"Требования: высшее педагогическое образование, опыт работы.",Обязанности: ведение уроков и внеурочной деятельности.
Куратор начальных классов,https://hh.ru/vacancy/78962469,100000,78962469,нет данных,нет данных,Высшее или среднее-специальное образование (педагогическое приветствуется). Можно без опыта работы. Уверенный пользователь ПК. Русский - свободный. Творческое отношение к своей...,Организация и проведение внеурочной учебной и воспитательной работы в закрепленной группе. Организация и контроль самоподготовки учащихся. Помощь <highlighttext>учителю</highlighttext>. 
Учитель начальных классов,https://hh.ru/vacancy/78061438,20000,78061438,нет данных,нет данных,Ответственность. Пунктуальность.,Преподавание уроков в начальной школе (1-4 классы). Классное руководство. Ведение документации согласно должностной инструкции.
Учитель музыки,https://hh.ru/vacancy/79015768,Не указан,79015768,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Учитель английского языка,https://hh.ru/vacancy/78901816,45000,78901816,нет данных,нет данных,Любовь к детям и профессии. Приветствуется: -наличие международных сертификатов. - практика или обучение в англоязычных странах. - опыт работы <highlighttext>педагогом</highlighttext>.,проведение групповых занятий. - проведение индивидуальных занятий. - подготовка и проведение открытых уроков. - участие в концертах и праздничных мероприятиях . -преподавание английского языка...
Учитель музыки,https://hh.ru/vacancy/79015768,Не указан,79015768,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Преподаватель - вожатый английского языка,https://hh.ru/vacancy/78568532,20000,78568532,нет данных,нет данных,"Знание языка не ниже уровня Upper Intermediate. Хорошее произношение. Любовь к детям. Ответственность, дисциплинированность. Дружелюбность. Энергичность. Креативность. Гибкость. ",Подготовка к занятиям по разработанной методике. Проведение занятий в группах. Тестирование учащихся. Проведение открытых уроков и мероприятий в центре.
Педагог дополнительного образования,https://hh.ru/vacancy/76280691,40000,76280691,нет данных,нет данных,"Развитие у обучающихся необходимых hard- и soft-компетенций, инженерных и исследовательских навыков, изобретательского мышления, умения работать в команде, познавательной активности...","Проведение групповых занятий с детьми (7-17 лет) по следующим направлениям: Робототехника, Виртуальная и дополненная реальность, Аэротехнологии (работа БПЛА). "
Учитель белорусского языка и литературы,https://hh.ru/vacancy/79085939,1000,79085939,нет данных,нет данных,,Проведение учебных занятий и других мероприятий с учащимися в 2023/2024 учебном году. Другие преимущества работы в государственной учреждении.
Учитель начальных классов,https://hh.ru/vacancy/78727373,35000,78727373,нет данных,нет данных,умение коммуницировать с детьми. - владеть навыками преподавания. - знание методик преподавания.,<highlighttext>Учитель</highlighttext> начальный классов. - Давать качественные уроки. - Все удобства для проведения урока.
Учитель начальных классов,https://hh.ru/vacancy/79237543,22000,79237543,нет данных,нет данных,Высшее педагогическое образование. Стаж работы не менее 3 лет. Точность и внимательность к деталям. Наличие справки об отсутствии судимости (статья...,Преподавание в начальных классах. Оптимальные.
Специалист по раннему развитию,https://hh.ru/vacancy/78194254,30000,78194254,нет данных,нет данных,Опыт работы <highlighttext>педагогом</highlighttext> в детских дошкольных учреждениях.,Проведение занятий с детьми от 8 мес. до 7 лет по методикам Бэби-клуба. Консультирование родителей по вопросам раннего развития...
"Воспитатель / Педагог монтессори / Помощник педагога (Батырлык 2Д, Вознесение)",https://hh.ru/vacancy/78295332,,78295332,нет данных,нет данных,"Дошкольное и/или педагогическое образование (колледж, ВУЗ). Желательно наличие каких-либо навыков: художественных, музыкальных и др. Любовь к детям, ответственность...","Работа с детьми в монтессори-классе, сопровождение во всех процессах. Выполнение установленного режима дня. Обеспечение безопасности детей в классе, на..."
Учитель математики,https://hh.ru/vacancy/79202254,1000,79202254,нет данных,нет данных,"Возможно, в т.ч. студент последнего курса. Ответственность. Вежливость.",Организация образовательного процесса учащихся.
Преподаватель фортепиано,https://hh.ru/vacancy/79218070,140000,79218070,нет данных,нет данных,"Относится к работе ответственно, быть пунктуальным, позитивным, обучать детей в рамках своей возможности. Требования: Диплом высший или средний. ",
Учитель информатики,https://hh.ru/vacancy/78958441,Не указан,78958441,нет данных,нет данных,Высшее педагогическое образование.,"Преподавание информатики, изучение предмета ""информатика"" с учащимися. Факультативы. Занятость в 6 день, каникулы (по графику). Платный кружок (по желанию)."
Учитель русского языка и литературы,https://hh.ru/vacancy/78422360,45000,78422360,нет данных,нет данных,Высшее педагогическое образование. Требуется <highlighttext>учитель</highlighttext> русского языка и литературы. Опыт и профессионализм ПРИВЕТСТВУЮТСЯ. Заработная плата зависит от имеющейся квалификационной категории...,Преподавание в 5-11 классах. Классное руководство. Заполнение электронного журнала. Составление рабочих программ. Требования: Согласно должностным инструкциям.
Учитель английского языка,https://hh.ru/vacancy/79186807,25000,79186807,нет данных,нет данных,,"Обязанности:8.1. контролирует наличие у обучающихся тетрадей по учебным предметам, соблюдение установленного в школе порядка их оформления, ведения, соблюдение..."
Учитель белорусского языка и литературы,https://hh.ru/vacancy/78735487,1100,78735487,нет данных,нет данных,"Гуманитарное педагогическое образование. Первая или высшая категория желательно, можем рассмотреть кандидатуру <highlighttext>педагога</highlighttext> без категории. Отличное знание учебного предмета. ","Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого учебного предмета. Обеспечивает уровень образования обучающихся, соответствующий требованиям государственного образовательного стандарта..."
Учитель информатики,https://hh.ru/vacancy/78323432,40000,78323432,нет данных,нет данных,Ответственность. Уверенное владение информационными технологиями.,Ведение уроков. Подготовка к экзаменам.
Учитель начальных классов,https://hh.ru/vacancy/78769784,40000,78769784,нет данных,нет данных,"Опыт работы обязателен. Пунктуальность, вежливость и исполнительность.",Проведение уроков в начальной школе. Проведение кружковой деятельности. Проведение уроков группы продленного дня.
Педагог начальной школы,https://hh.ru/vacancy/78199830,60000,78199830,нет данных,нет данных,Стаж работы от 1 года в должности <highlighttext>учителя</highlighttext> начальных классов. Знание особенностей возрастной психологии и закономерностей развития детско-взрослого коллектива. ,"Ведение образовательной деятельности в соответствии с ФГОС по программам начального общего образования, образовательной концепцией и ценностями школы. Повышение квалификации и..."
Учитель английского языка,https://hh.ru/vacancy/76848400,Не указан,76848400,нет данных,нет данных,высшее педагогическое образование. — опыт работы от трех лет в образовательных учреждениях. — знание традиционных и современных методик и подходов к обучению...,"проводить уроки, используя различные форматы обучения и нестандартные решения. — курировать проектную деятельность учеников. — составлять рабочие программы, планы уроков, а также..."
Педагог-организатор,https://hh.ru/vacancy/78896662,Не указан,78896662,нет данных,нет данных,Ответственность. Добросовестность. Профессионализм.,Организация внеурочной деятельности для учащихся 1-11 классов. Подготовка и проведение праздничных школьных мероприятий.
Учитель математики,https://hh.ru/vacancy/79071915,,79071915,нет данных,нет данных,Высшее педагогическое/математическое образование. Опыт работы в школе не менее 6 лет. Умение объяснять и закреплять материал. Знание разнообразных программ...,"Проведение уроков математики в 5-8 классах. Текущий контроль результатов, проведение аттестационных работ."
Преподаватель в Учебный центр,https://hh.ru/vacancy/78895305,26800,78895305,нет данных,нет данных,"В/о педагогическое. Опыт работы желателен. Желание узнавать новое, совершенствовать свой потенциал - обязательно.",Образовательная деятельность.
Воспитатель/Помощник специалиста по работе с детьми дошкольного возраста,https://hh.ru/vacancy/78632618,35000,78632618,нет данных,нет данных,"Знание английского языка. Опыт работы в детских садах, няней, вожатым в лагере, аниматором, <highlighttext>репетитором</highlighttext> (в том числе неофициальный).","Соблюдение режима (прогулки, кормление, укладывание на дневной сон, помощь при посещении туалета и пр.). Помощь <highlighttext>педагогу</highlighttext> при проведении развивающих занятий..."
Учитель русского языка и литературы,https://hh.ru/vacancy/79020474,Не указан,79020474,нет данных,нет данных,Высшее образование по профилю.,Работа в школе по предмету в соответствии с должностными обязанностями. Классное руководство. Платные курсы по желанию.
Заместитель директора по УВР (научно-методическая работа),https://hh.ru/vacancy/79112976,30000,79112976,нет данных,нет данных,Высшее образование или средне-профессиональное образование профильной направленности. Отсутствие ограничений к занятию педагогической деятельностью. Прохождение предварительного и периодических медицинских осмотров...,Разработка методических рекомендаций для <highlighttext>учителей</highlighttext>. Координация работы <highlighttext>учителей</highlighttext> и других педагогических работников по выполнению учебных -планов и программ. 
Учитель казахского языка и литературы,https://hh.ru/vacancy/78882206,300000,78882206,нет данных,нет данных,"Педагогическое образование. Опыт работы в школе. Владение современными образовательными технологиями. Знание педагогики и возрастной психологии. Увлеченность предметом, любовь к детям. ","Осуществлять обучение и воспитание обучающихся с учетом специфики преподаваемого предмета - казахский язык в русских классах. Уметь планировать, проводить уроки, анализировать..."
Учитель физической культуры в младшей школе (0-6 кл),https://hh.ru/vacancy/77276584,25000,77276584,нет данных,нет данных,Желательно высшее профильное или среднее педагогическое образование. Обязателен стаж работы от 2х лет по преподаванию физической культуры для детей...,Ведение образовательной деятельности в соответствии со ФГОС и образовательной концепцией школы. Проактивное участие во всех образовательных системах школы (проектная деятельность...
Учитель литературы,https://hh.ru/vacancy/77584183,Не указан,77584183,нет данных,нет данных,"Опыт работы <highlighttext>учителем</highlighttext> литературы, русского языка от 2-х лет. Профильное образование, наличие категории будет преимуществом. Умение общаться с детьми...",Преподавание в частной школы в соответствии с ФГОС. Классное руководство. Составление рабочих программ по соответствующим дисциплинам. Координация участия в предметных...
Учитель начальных классов,https://hh.ru/vacancy/78960180,70000,78960180,нет данных,нет данных,"Высшее психолого-педагогическое образование или высшее педагогическое образование, можно магистратура в процессе получения. Стаж работы от 3 лет по специальности. ",Обучение детей по методикам развивающего образования. Без электронного дневника и ежедневного документооборота. Подготовка к занятиям и проверка домашних работ. 
Учитель русского языка и литературы,https://hh.ru/vacancy/78408318,20000,78408318,нет данных,нет данных,"Имеет опыт работы в школе и <highlighttext>репетитором</highlighttext>. - Проактивный, думающий, ответственный, целеустремленный, любящий детей. - Естественно, обладающий грамотной устной и письменной речью. - ",2. Вести учет посещаемости в CRM и бумажный классный журнал. 4. Давать обратную связь родителям об успеваемости учеников в мессенджерах...
Тренер-преподаватель,https://hh.ru/vacancy/79216069,30000,79216069,нет данных,нет данных,"Опыт работы в продажах обязателен. Опыт работы в профиле преподавания приветствуется. Желание расти профессионально. Умение продавать и понимать, что может...","Ведение внутренних обучающих курсов компании по установленной программе. Обучение группами и индивидуально, очно и дистанционно. Преподавание только на обучающей платформе..."
Учитель русского языка и литературы,https://hh.ru/vacancy/79155198,23500,79155198,нет данных,нет данных,"Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогические науки"" или в области, соответствующей преподаваемому предмету...","Обучение и воспитание детей с учетом специфики преподаваемого предмета и возрастных особенностей обучающихся, в соответствии с разработанной образовательной программой общеобразовательного..."
Учитель технологии (для девочек),https://hh.ru/vacancy/78791098,18000,78791098,нет данных,нет данных,Образование Высшее профессиональное. Наличие санитарной книжки.,Проведение уроков в 5-8 классах. Ведение сопутствующей документации.
Учитель русского языка и литературы,https://hh.ru/vacancy/78172754,28000,78172754,нет данных,нет данных,Среднее специальное образование. Высшее образование.,"Внеклассная, внеурочная деятельность."
Учитель французского языка (Международная школа г. Алматы),https://hh.ru/vacancy/79085160,250000,79085160,нет данных,нет данных,"3.4. Использует разнообразные формы, приемы, методы и средства обучения. Составляет поурочные планы ведения предмета. Обеспечивает внедрение в учебный процесс...","3.1. Осуществляет обучение и воспитание учащихся с учетом специфики преподаваемого предмета, в соответствии с интегрированной образовательной программой МША (ГСО..."
Учитель истории,https://hh.ru/vacancy/79055501,Не указан,79055501,нет данных,нет данных,Соответствующее образование. Без опыта работы.,Согласно должностной инструкции.
"Учитель русского языка и литературы, учитель биологии",https://hh.ru/vacancy/52279862,25000,52279862,нет данных,нет данных,2.1. Педагогическая деятельность по проектированию и реализации основного и среднего общего образования: 2.2.1. Педагогическая деятельность по реализации...,2.1.2. Воспитательная деятельность. 2.1.3. Развивающая деятельность. 2.2. Педагогическая деятельность по проектированию и реализации основных общеобразовательных...
Учитель технологии,https://hh.ru/vacancy/78027259,,78027259,нет данных,нет данных,Высшее образование или среднее профессиональное образование по направлению деятельности в общеобразовательном учреждении. Обязательный предварительный (при поступлении на работу) и периодические...,"Соблюдать требования ФГОС. Изучать нормативные документы по вопросам обучения и воспитания детей, основы законодательства о правах ребенка. Соблюдать рабочую программу..."
Учитель начальных классов,https://hh.ru/vacancy/78540737,21000,78540737,нет данных,нет данных,"Самое главное - вы любите детей так же, как мы любим их! Вам нравится педагогический процесс. У вас есть педагогическое образование...",Проводить индивидуальные онлайн-уроки с детьми от 5-12 лет. Общаться с родителями.
Учитель математики в младшей школе (2-6 кл.),https://hh.ru/vacancy/77271875,70000,77271875,нет данных,нет данных,Обязателен стаж работы от 2х лет в должности <highlighttext>учителя</highlighttext> математики в средней школе (5-6 класс). Знание особенностей возрастной...,Ведение образовательной деятельности в соответствии со ФГОС и образовательной концепцией школы. Проактивное участие во всех образовательных системах школы (проектная деятельность...
Учитель математики,https://hh.ru/vacancy/78893147,40000,78893147,нет данных,нет данных,Средне-специальное или высшее педагогическое образование (возможна переподготовка). Требования к трудоустройству в образовательные организации.,Реализация образовательной программы основного общего и среднего общего образования. Ведение документации. Участие в общешкольных мероприятиях. Возможно совмещение административных и инженерных...
Методист в частный детский сад,https://hh.ru/vacancy/78263791,,78263791,нет данных,нет данных,Опыт работы с детьми приветствуется. Знание английского языка на уровне Upper intermediate. Доброжелательное отношение к детям как к РАВНЫМ участникам...,Проведение методических советов для <highlighttext>педагогов</highlighttext>. Подбор линейки учебных пособий для групповых и индивидуальных занятий. Отбор и профессиональные собеседования с <highlighttext>педагогами</highlighttext>...
Учитель математики,https://hh.ru/vacancy/77920971,1200,77920971,нет данных,нет данных,Образование по специальности. Ответственность. Умение работать в детском коллективе и с родительской общественностью.,Преподавание математики.
Воспитатель детей дошкольного возраста,https://hh.ru/vacancy/79055994,35000,79055994,нет данных,нет данных,Опыт работы от 3-х лет. Профильное высшее образование (дошкольное или <highlighttext>учитель</highlighttext> начальных классов). Знание психологии развития и возрастных особенностей...,"Воспитание, уход за детьми. Соблюдение режима дня. Организация учебной и игровой деятельности, прогулок. Ответственность за здоровье детей. Подготовка к школе."
Преподаватель английского языка (ассистент носителя),https://hh.ru/vacancy/78414647,70000,78414647,нет данных,нет данных,"Будет преимуществом: Аналогичный опыт работы в билингвальном детском саду и желание постоянно улучшать качество дошкольного образования, применяя лучшие современные практики. ",
Учитель информатики,https://hh.ru/vacancy/76578927,25000,76578927,нет данных,нет данных,,ответственность за компьютерный класс. — помощь в техническом обеспечении спец.уроков. — контроль знаний учеников. — помощь в организации мероприятий (техническая поддержка). — обучение <highlighttext>преподавателей</highlighttext>...
Учитель информатики,https://hh.ru/vacancy/78518093,23000,78518093,нет данных,нет данных,"Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогика"" или в области, соответствующей преподаваемому предмету, а...",Проводит обучение обучающихся в соответствии с требованиями федеральных государственных образовательных стандартов. Осуществляет обучение и воспитание обучающихся с учетом их психолого...
Преподаватель по скорочтению и грамотному письму,https://hh.ru/vacancy/78858842,30000,78858842,нет данных,нет данных,Опрятный вид. Грамотная речь. Вежливость.,Проводить занятия. Встречать родителей и учеников. Активно участвовать в жизни школы.
Преподаватель IT дисциплин для детей и подростков,https://hh.ru/vacancy/78401242,,78401242,нет данных,нет данных,"Опыт преподавания вашего направления от 6 месяцев. Умение грамотно и подробно преподносить теоретический материал, объяснять сложные вещи простыми словами. ","Обучать программированию детей и подростков от 9 до 17 лет. Проводить оценку знаний учеников, помогать с заданиями и вопросами. "
Учитель биологии в онлайн-школе,https://hh.ru/vacancy/79118729,20000,79118729,нет данных,нет данных,Высшее педагогическое или профильное образование (также студенты последних курсов — welcome). Опыт педагогической/репетиторской деятельности от 1 года. Компьютерная грамотность: уверенный...,Проверять домашние задания учеников. Работать в удобном онлайн-пространстве. Предоставлять ежемесячно краткий отчёт о проделанной работе.
Преподаватель дополнительного образования,https://hh.ru/vacancy/78927393,Не указан,78927393,нет данных,нет данных,"<highlighttext>Преподавателей</highlighttext> математики и информатики. В том числе студентов и выпускников технических или педагогических ВУЗов (образование: техническое, экономическое, математическое, физическое, информатика...",Проводить занятия с применением методических материалов и приемов Академии. Создавать и поддерживать атмосферу дружеской командной работы среди учеников. 
Преподаватель русского языка и литературы,https://hh.ru/vacancy/78851110,31000,78851110,нет данных,нет данных,"Высшее педагогическое образование, опыт работы <highlighttext>учителем</highlighttext> от трех лет.","2) обеспечение профессиональной поддержки <highlighttext>преподавателей</highlighttext> кафедры, контроль качества реализуемого ими образовательного процесса. 3) осуществление работы по ведению кафедральной документации, обеспечивающей..."
Учитель Английского языка / ESL Teacher at CAMBRIDGE LC,https://hh.ru/vacancy/49025958,,49025958,нет данных,нет данных,8 лет опыта на рынке Узбекистана. — Бонусы по результатам студентов GE. IELTS: 7.0 и выше. Свободное владение русским и...,в покупке продукции APPLE. - в покупке машины. - в покупке квартиры. - в поиске жилья сотрудникам из Регионов.
"Преподаватель (скорочтение, удаленно, онлайн-школа)",https://hh.ru/vacancy/78181443,45000,78181443,нет данных,нет данных,У вас есть опыт работы с детьми в онлайн-школах или других образовательных учреждениях. У вас высшее или среднее педагогическое...,Проводить ОНЛАЙН-занятия и пробные уроки с элементами анимации с группами до 6 человек и индивидуально. Участвовать в записи фото...
Учитель начальных классов / средней школы,https://hh.ru/vacancy/79208181,Не указан,79208181,нет данных,нет данных,Любите учиться. У вас педагогическое или психологическое образование. Стрессоустойчивы к негативной реакции ребенка на уроке. Умеете общаться с детьми так...,Подготовка учащихся к аттестации за курс начальной школы. Формирование в классе базового доверия. Проверка домашнего задания. Ведение КТП на платформе. 
Учитель истории и обществознания,https://hh.ru/vacancy/79223893,Не указан,79223893,нет данных,нет данных,Иметь высшее педагогическое образование. Опыт работы <highlighttext>учителем</highlighttext> истории и обществознания. Знание особенностей экзаменов ЕГЭ и ОГЭ. Знание ФГОС второго поколения.,"Преподавание истории и обществознания в старшей школе: ведение уроков, проектная работа, подготовка к ОГЭ и ЕГЭ."
Воспитатель в частный детский сад,https://hh.ru/vacancy/79031584,70000,79031584,нет данных,нет данных,"Выпускник педагогического/психологического ВУЗа (без практического опыта работы с детьми). Человек, интересующийся и имеющий желание развиваться в области воспитания детей...",Соблюдение с группой режима дня. Подготовка и проведение занятий согласно принципам реджио подхода. Наблюдение за проявлениями детей и ведение документации...
Репетитор по русскому языку 5-11 классы (удалённо),https://hh.ru/vacancy/78081470,,78081470,нет данных,нет данных,Педагогическое или профильное образование. Опыт преподавания или репетиторской деятельности. Опыт подготовки к ОГЭ и ЕГЭ ( если планируете готовить учеников к...,"Тетрика — онлайн-школа, которая помогает подготовиться к учёбе дошкольникам, школьникам подтянуть оценки и сдать экзамены, а взрослым — выучить иностранный язык. "
Учитель начальных классов,https://hh.ru/vacancy/77536510,Не указан,77536510,нет данных,нет данных,"Опыт работы <highlighttext>учителем</highlighttext> начальных классов от 2-х лет. Профильное образование, наличие категории будет преимуществом. Умение общаться с детьми и...",Преподавание в начальных классах частной школы в соответствии с ФГОС. Классное руководство. Составление рабочих программ по соответствующим дисциплинам. 
Педагог по подготовке к школе,https://hh.ru/vacancy/79227743,Не указан,79227743,нет данных,нет данных,"Знание возрастных особенностей детей 3–6 лет. Опыт работы в команде. Если вы привыкли работать <highlighttext>репетитором</highlighttext>, вам может быть сложно.","Вести занятия по развитию речи, чтению, арифметике, фонетике и подготовке руки к письму. Сопровождать детей на прогулках, обедах и экскурсиях. "
Учитель (физкультура),https://hh.ru/vacancy/78829399,30000,78829399,нет данных,нет данных,"С профильным педагогическим образованием или образованием в области, соответствующей преподаваемому предмету: физкультура. Любящего и глубоко понимающего свой предмет. ","Планировать и проводить уроки, воспитательные и образовательные события с учетом образовательной программы школы и индивидуальных особенностей обучающихся. Оценивать учебные достижения..."
Преподаватель по Скорочтению и развитию интеллекта,https://hh.ru/vacancy/78613540,60000,78613540,нет данных,нет данных,"Опыт работы :<highlighttext>педагог</highlighttext> дошкольного образования и начальных классов, <highlighttext>педагог</highlighttext>-логопед, <highlighttext>учитель</highlighttext> русского языка и литературы, <highlighttext>учитель</highlighttext> математики, <highlighttext>педагог</highlighttext> психолог. ",Скорочтение и развитие интеллекта.
Учитель математики,https://hh.ru/vacancy/78672922,40000,78672922,нет данных,нет данных,"Любовь к детям и своей работе, умение заинтересовать детей математикой, найти подход к каждому ученику, грамотная речь, позитивный взгляд на...","Проведение уроков математики в 5-9 классах, олимпиадной математики, подготовка детей к олимпиадам."
Учитель русского языка и литературы,https://hh.ru/vacancy/78791005,40000,78791005,нет данных,нет данных,"Высшее педагогическое образование. Опыт работы от 3 лет. Отличное знание своего предмета, владение современными образовательными технологиями, в том числе информационными. ","Обучение школьников с 5 по 9 класс. Подготовка обучающихся к ВПР, ОГЭ, олимпиадам и конкурсам. Заполнение электронного журнала. Классное руководство."
